id,name,latitude,longitude,population
610239,DALEY,41.802343,-87.672206,499
610053,MARQUETTE,41.773881,-87.69703,1006
610146,REVERE,41.764196,-87.600177,189
400057,NOBLE - UIC HS,41.865817,-87.676111,935
610570,OMBUDSMAN - SOUTH HS,41.783027,-87.683635,205
610056,MASON,41.856864,-87.731672,243
610198,TAYLOR,41.71547,-87.532971,325
609885,DEWEY,41.795646,-87.642652,258
609853,CHASE,41.917993,-87.694562,390
609798,BELDING,41.958938,-87.73402,550
400046,LEARN - BUTLER,41.867273,-87.710679,488
610121,IRVING,41.871595,-87.683616,269
400153,ACERO - BRIGHTON PARK,41.813109,-87.693238,464
609866,COONLEY,41.955553,-87.683765,772
400179,NOBLE - MANSUETO HS,41.800136,-87.728003,1068
609772,ADDAMS,41.698739,-87.532976,529
609773,TUBMAN,41.934126,-87.656229,279
609848,ALDRIDGE,41.657405,-87.606474,232
400136,YCCS - OLIVE HARVEY,41.712922,-87.592333,126
609966,HAMMOND,41.852719,-87.696243,222
609732,STEINMETZ HS,41.935634,-87.783515,1150
609925,KELLMAN,41.870168,-87.702163,191
609902,METCALFE,41.669444,-87.634306,303
610136,PRESCOTT,41.928841,-87.669528,415
609901,EDGEBROOK,41.999437,-87.76184,500
400139,YCCS - SULLIVAN,41.746287,-87.578492,320
610237,BEETHOVEN,41.809135,-87.627137,325
610313,DE DIEGO,41.905294,-87.685756,524
609967,FINKL,41.849215,-87.685668,212
609859,CLINTON,41.992541,-87.69836,1033
610251,CATHER,41.88295,-87.699187,323
610108,OTOOLE,41.774571,-87.674865,271
609969,HARTE,41.793447,-87.586855,344
609790,BARTON,41.754194,-87.670927,392
610126,PERSHING,41.836527,-87.618338,398
609887,DIXON,41.743669,-87.609979,464
610354,NORTH RIVER,41.961721,-87.707151,294
400055,NOBLE - RAUNER HS,41.892425,-87.660859,599
610391,LINDBLOM HS,41.782041,-87.671662,1340
610305,LELAND,41.873587,-87.749276,292
610144,REILLY,41.941094,-87.719541,524
400050,NAMASTE,41.8257,-87.667724,362
610089,MURPHY,41.950078,-87.716832,489
610353,CALMECA,41.824377,-87.711654,623
609761,CORLISS HS,41.70666,-87.601216,273
610030,KOZMINSKI,41.798002,-87.602481,254
610383,SOCIAL JUSTICE HS,41.833507,-87.735299,294
609991,HERZL,41.862081,-87.718994,419
610231,NATIONAL TEACHERS,41.8528,-87.629308,759
609741,HUBBARD HS,41.780526,-87.718014,1666
400127,YCCS - AUSTIN CAREER,41.894976,-87.760221,0
609845,CARVER G,41.653702,-87.599516,461
610293,MELODY,41.878799,-87.724661,315
610206,TWAIN,41.799046,-87.758928,866
610384,INFINITY HS,41.836169,-87.735278,420
609903,EDWARDS,41.805542,-87.725856,1214
609695,AMUNDSEN HS,41.975067,-87.679484,1501
610366,WACKER,41.716193,-87.648044,220
610229,PRITZKER,41.907053,-87.677761,654
400114,ACERO - SANTIAGO,41.900344,-87.689896,220
609959,HAINES,41.849958,-87.633806,480
609842,CARSON,41.793272,-87.6878,748
610019,KERSHAW,41.776453,-87.640892,210
610059,MAYER,41.923204,-87.657287,701
400048,LEARN - EXCEL,41.874687,-87.686568,401
400022,CHIARTS HS,41.899377,-87.694945,601
609724,MATHER HS,41.987589,-87.702496,1679
610159,SCAMMON,41.941678,-87.732179,629
400112,ACERO - IDAR,41.801042,-87.708797,525
610220,WATERS,41.964165,-87.691433,655
610066,MCDADE,41.73455,-87.619214,219
609754,CHICAGO MILITARY HS,41.830555,-87.619216,213
609726,BROOKS HS,41.692763,-87.616353,971
400147,CHICAGO EXCEL HS,41.691953,-87.654248,223
400039,ERIE,41.906771,-87.694364,393
609985,HEFFERAN,41.878665,-87.735802,177
609871,VICK,41.688191,-87.685677,413
610090,MURRAY,41.798535,-87.59334,465
609820,BURLEY,41.937937,-87.669853,496
400066,PERSPECTIVES - MATH & SCI HS,41.827784,-87.624788,337
609813,BROWNELL,41.77162,-87.621746,128
609735,TILDEN HS,41.80751,-87.642966,221
609942,GOETHE,41.922831,-87.6929,723
400175,EXCEL SOUTH SHORE HS,41.759749,-87.556487,156
610317,BRIGHTON PARK,41.8239,-87.692077,283
609799,BELL,41.94953,-87.686018,848
609727,PHILLIPS HS,41.82388,-87.619796,381
610520,LASALLE II,41.902914,-87.673696,581
609821,BURNHAM,41.714402,-87.567131,414
610248,CHICAGO ACADEMY ES,41.943056,-87.778187,557
610499,COLLINS HS,41.864149,-87.702042,216
400097,NOBLE - BULLS HS,41.878809,-87.678195,1155
400134,YCCS - ADDAMS,41.857208,-87.644888,0
